alpha_group,name,url,slug,doc_id,site,category,aliases,short_text_simple,long_text_complex,next_step,disclaimer,jargon_terms,short_avg_sentence_len,short_avg_word_len,short_word_count,short_sentence_count,long_avg_sentence_len,long_avg_word_len,long_word_count,long_sentence_count,short_readability_score,long_readability_score
A,Autosomaal recessieve osteopetrose,https://www.erfelijkheid.nl/ziektes/autosomaal-recessieve-osteopetrose,autosomaal-recessieve-osteopetrose,autosomaal-recessieve-osteopetrose,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,autosomaal recessieve osteopetrose|autosomaalrecessieveosteopetrose,Bij Autosomaal recessieve osteopetrose spelen genen een rol. Deze pagina helpt je om snel te vinden: is het erfelijk en wat is een logische volgende stap.,Autosomaal recessieve osteopetrose wordt in de literatuur beschreven als een genetische aandoening met heterogene etiologie. Fenotype-expressie en penetrantie kunnen variëren; risico-inschatting hangt af van familieanamnese en genetische bevindingen. Differentiaaldiagnostiek en indicatiestelling voor DNA-diagnostiek verlopen doorgaans via zorgprofessionals. Bespreek vragen met de huisarts; zo nodig volgt verwijzing naar een klinisch geneticus.,Maak een afspraak bij de huisarts om je familiegeschiedenis te bespreken. Een klinisch geneticus kan uitleg geven over erfelijkheid.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,autosomaal|penetrantie|fenotype|etiologie|differentiaaldiagnostiek|indicatiestelling,13.0,4.846153846153846,26,2,13.25,7.339622641509434,53,4,9.738461538461538,10.885849056603773
A,Autosomaal recessieve polycysteuze nierziekte (ARPKD),https://www.erfelijkheid.nl/ziektes/autosomaal-recessieve-polycysteuze-nierziekte-arpkd,autosomaal-recessieve-polycysteuze-nierziekte-arpkd,autosomaal-recessieve-polycysteuze-nierziekte-arpkd,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,autosomaal recessieve polycysteuze nierziekte arpkd|autosomaalrecessievepolycysteuzenierziektearpkd,Autosomaal recessieve polycysteuze nierziekte (ARPKD) is een zeldzame erfelijke aandoening. Hier lees je in eenvoudige woorden de belangrijkste punten en waar je terechtkunt voor hulp.,"Autosomaal recessieve polycysteuze nierziekte (ARPKD) betreft een genetisch bepaalde aandoening waarbij varianten in een of meerdere genen kunnen leiden tot klinische verschijnselen. De overerving kan autosomaal dominant, autosomaal recessief of X-gebonden zijn, afhankelijk van het onderliggende mechanisme. Diagnostiek kan bestaan uit moleculair-genetisch onderzoek en/of chromosoomanalyse. Voor counseling en interpretatie van uitslagen kan verwijzing naar de klinische genetica passend zijn.",Maak een afspraak bij de huisarts om je familiegeschiedenis te bespreken. Een klinisch geneticus kan uitleg geven over erfelijkheid.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,autosomaal|recessief|dominant|x-gebonden|moleculair|chromosoomanalyse|counseling,12.5,6.24,25,2,15.5,6.870967741935484,62,4,9.996,12.048387096774192
A,Autosomaal recessieve spastische ataxie (type Charlevoix-Saguenay),https://www.erfelijkheid.nl/ziektes/autosomaal-recessieve-spastische-ataxie-type-charlevoix-saguenay,autosomaal-recessieve-spastische-ataxie-type-charlevoix-saguenay,autosomaal-recessieve-spastische-ataxie-type-charlevoix-saguenay,https://www.erfocentrum.nl/,Erfelijkheid van neurologische ziekten,autosomaal recessieve spastische ataxie type charlevoix saguenay|autosomaal recessieve spastische ataxie type charlevoix-saguenay|autosomaalrecessievespastischeataxietypecharlevoix-saguenay,Bij Autosomaal recessieve spastische ataxie (type Charlevoix-Saguenay) spelen genen een rol. Deze pagina helpt je om snel te vinden: is het erfelijk en wat is een logische volgende stap.,Autosomaal recessieve spastische ataxie (type Charlevoix-Saguenay) wordt in de literatuur beschreven als een genetische aandoening met heterogene etiologie. Fenotype-expressie en penetrantie kunnen variëren; risico-inschatting hangt af van familieanamnese en genetische bevindingen. Differentiaaldiagnostiek en indicatiestelling voor DNA-diagnostiek verlopen doorgaans via zorgprofessionals. Bespreek vragen met de huisarts; zo nodig volgt verwijzing naar een klinisch geneticus.,Maak een afspraak bij de huisarts om je familiegeschiedenis te bespreken. Een klinisch geneticus kan uitleg geven over erfelijkheid.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,autosomaal|penetrantie|fenotype|etiologie|differentiaaldiagnostiek|indicatiestelling,15.0,5.066666666666666,30,2,14.25,7.280701754385965,57,4,11.026666666666667,11.462280701754384
A,Autosomaal recessieve spondylocostale dysostose (ARSD),https://www.erfelijkheid.nl/ziektes/autosomaal-recessieve-spondylocostale-dysostose-arsd,autosomaal-recessieve-spondylocostale-dysostose-arsd,autosomaal-recessieve-spondylocostale-dysostose-arsd,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,autosomaal recessieve spondylocostale dysostose arsd|autosomaalrecessievespondylocostaledysostosearsd,"Autosomaal recessieve spondylocostale dysostose (ARSD) is een erfelijke aandoening. Op deze pagina vind je wat het is, of het in families voorkomt en wat je kunt doen als je vragen hebt.","Autosomaal recessieve spondylocostale dysostose (ARSD) betreft een genetisch bepaalde aandoening waarbij varianten in een of meerdere genen kunnen leiden tot klinische verschijnselen. De overerving kan autosomaal dominant, autosomaal recessief of X-gebonden zijn, afhankelijk van het onderliggende mechanisme. Diagnostiek kan bestaan uit moleculair-genetisch onderzoek en/of chromosoomanalyse. Voor counseling en interpretatie van uitslagen kan verwijzing naar de klinische genetica passend zijn.",Bespreek je vraag met je huisarts. Vraag zo nodig om een verwijzing naar de klinische genetica.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,autosomaal|recessief|dominant|x-gebonden|moleculair|chromosoomanalyse|counseling,15.5,4.870967741935484,31,2,15.5,6.887096774193548,62,4,11.248387096774193,12.05483870967742
A,AUTS2-syndroom,https://www.erfelijkheid.nl/ziektes/auts2-syndroom,auts2-syndroom,auts2-syndroom,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,auts 2-syndroom|auts2 syndroom|auts2-syn|auts2-syndroom,Bij AUTS2-syndroom spelen genen een rol. Deze pagina helpt je om snel te vinden: is het erfelijk en wat is een logische volgende stap.,"AUTS2-syndroom betreft een genetisch bepaalde aandoening waarbij varianten in een of meerdere genen kunnen leiden tot klinische verschijnselen. De overerving kan autosomaal dominant, autosomaal recessief of X-gebonden zijn, afhankelijk van het onderliggende mechanisme. Diagnostiek kan bestaan uit moleculair-genetisch onderzoek en/of chromosoomanalyse. Voor counseling en interpretatie van uitslagen kan verwijzing naar de klinische genetica passend zijn.",Bespreek je vraag met je huisarts. Vraag zo nodig om een verwijzing naar de klinische genetica.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,autosomaal|recessief|dominant|x-gebonden|moleculair|chromosoomanalyse|counseling,12.5,4.28,25,2,14.75,6.6440677966101696,59,4,9.212,11.507627118644068
A,Axiale spondyloartritis (axiale SpA),https://www.erfelijkheid.nl/ziektes/axiale-spondyloartritis-axiale-SPA,axiale-spondyloartritis-axiale-SPA,axiale-spondyloartritis-axiale-SPA,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,axiale spondyloartritis axiale SPA|axiale spondyloartritis axiale spa|axialespondyloartritisaxialespa,"Axiale spondyloartritis (axiale SpA) is een erfelijke aandoening. Op deze pagina vind je wat het is, of het in families voorkomt en wat je kunt doen als je vragen hebt.",Axiale spondyloartritis (axiale SpA) wordt in de literatuur beschreven als een genetische aandoening met heterogene etiologie. Fenotype-expressie en penetrantie kunnen variëren; risico-inschatting hangt af van familieanamnese en genetische bevindingen. Differentiaaldiagnostiek en indicatiestelling voor DNA-diagnostiek verlopen doorgaans via zorgprofessionals. Bespreek vragen met de huisarts; zo nodig volgt verwijzing naar een klinisch geneticus.,Maak een afspraak bij de huisarts om je familiegeschiedenis te bespreken. Een klinisch geneticus kan uitleg geven over erfelijkheid.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,penetrantie|fenotype|etiologie|differentiaaldiagnostiek|indicatiestelling,15.0,4.466666666666667,30,2,13.5,7.185185185185185,54,4,10.786666666666667,10.974074074074075
B,BAP1-tumorpredispositiesyndroom (BAP1-TPDS),https://www.erfelijkheid.nl/ziektes/bap1-tumorpredispositiesyndroom-bap1-tpds,bap1-tumorpredispositiesyndroom-bap1-tpds,bap1-tumorpredispositiesyndroom-bap1-tpds,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,bap 1-tumorpredispositiesyndroom bap 1-tpds|bap1 tumorpredispositiesyndroom bap1 tpds|bap1-tumorpredispositiesyn bap1-tpds|bap1-tumorpredispositiesyndroom bap1-tpds|bap1-tumorpredispositiesyndroombap1-tpds,"BAP1-tumorpredispositiesyndroom (BAP1-TPDS) is een erfelijke aandoening. Op deze pagina vind je wat het is, of het in families voorkomt en wat je kunt doen als je vragen hebt.",BAP1-tumorpredispositiesyndroom (BAP1-TPDS) wordt in de literatuur beschreven als een genetische aandoening met heterogene etiologie. Fenotype-expressie en penetrantie kunnen variëren; risico-inschatting hangt af van familieanamnese en genetische bevindingen. Differentiaaldiagnostiek en indicatiestelling voor DNA-diagnostiek verlopen doorgaans via zorgprofessionals. Bespreek vragen met de huisarts; zo nodig volgt verwijzing naar een klinisch geneticus.,Bespreek je vraag met je huisarts. Vraag zo nodig om een verwijzing naar de klinische genetica.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,penetrantie|fenotype|etiologie|differentiaaldiagnostiek|indicatiestelling,15.0,4.7,30,2,13.5,7.314814814814815,54,4,10.88,11.025925925925925
B,Baraitser-Winter syndroom,https://erfelijkheid.nl/ziektes/baraitser-winter-syndroom,baraitser-winter-syndroom,baraitser-winter-syndroom,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,baraitser winter syndroom|baraitser-winter syn|baraitser-winter syndroom|baraitser-wintersyndroom,Bij Baraitser-Winter syndroom spelen genen een rol. Deze pagina helpt je om snel te vinden: is het erfelijk en wat is een logische volgende stap.,Baraitser-Winter syndroom wordt in de literatuur beschreven als een genetische aandoening met heterogene etiologie. Fenotype-expressie en penetrantie kunnen variëren; risico-inschatting hangt af van familieanamnese en genetische bevindingen. Differentiaaldiagnostiek en indicatiestelling voor DNA-diagnostiek verlopen doorgaans via zorgprofessionals. Bespreek vragen met de huisarts; zo nodig volgt verwijzing naar een klinisch geneticus.,Bespreek je vraag met je huisarts. Vraag zo nodig om een verwijzing naar de klinische genetica.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,penetrantie|fenotype|etiologie|differentiaaldiagnostiek|indicatiestelling,13.0,4.5,26,2,13.25,7.169811320754717,53,4,9.6,10.817924528301887
B,Bardet-Biedl syndroom,https://www.erfelijkheid.nl/ziektes/bardet-biedl-syndroom,bardet-biedl-syndroom,bardet-biedl-syndroom,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,bardet biedl syndroom|bardet-biedl syn|bardet-biedl syndroom|bardet-biedlsyndroom,"Bardet-Biedl syndroom is een erfelijke aandoening. Op deze pagina vind je wat het is, of het in families voorkomt en wat je kunt doen als je vragen hebt.","Bardet-Biedl syndroom betreft een genetisch bepaalde aandoening waarbij varianten in een of meerdere genen kunnen leiden tot klinische verschijnselen. De overerving kan autosomaal dominant, autosomaal recessief of X-gebonden zijn, afhankelijk van het onderliggende mechanisme. Diagnostiek kan bestaan uit moleculair-genetisch onderzoek en/of chromosoomanalyse. Voor counseling en interpretatie van uitslagen kan verwijzing naar de klinische genetica passend zijn.",Bespreek je vraag met je huisarts. Vraag zo nodig om een verwijzing naar de klinische genetica.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,autosomaal|recessief|dominant|x-gebonden|moleculair|chromosoomanalyse|counseling,14.5,4.206896551724138,29,2,15.0,6.633333333333334,60,4,10.382758620689655,11.653333333333334
B,Barth Syndroom,https://www.erfelijkheid.nl/ziektes/barth-syndroom,barth-syndroom,barth-syndroom,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,barth syn|barth syndroom|barthsyndroom,Barth Syndroom is een zeldzame erfelijke aandoening. Hier lees je in eenvoudige woorden de belangrijkste punten en waar je terechtkunt voor hulp.,Barth Syndroom wordt in de literatuur beschreven als een genetische aandoening met heterogene etiologie. Fenotype-expressie en penetrantie kunnen variëren; risico-inschatting hangt af van familieanamnese en genetische bevindingen. Differentiaaldiagnostiek en indicatiestelling voor DNA-diagnostiek verlopen doorgaans via zorgprofessionals. Bespreek vragen met de huisarts; zo nodig volgt verwijzing naar een klinisch geneticus.,Maak een afspraak bij de huisarts om je familiegeschiedenis te bespreken. Een klinisch geneticus kan uitleg geven over erfelijkheid.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,penetrantie|fenotype|etiologie|differentiaaldiagnostiek|indicatiestelling,11.0,5.545454545454546,22,2,13.0,7.115384615384615,52,4,8.818181818181818,10.646153846153846
B,Becker spierdystrofie,https://www.erfelijkheid.nl/ziektes/becker-spierdystrofie,becker-spierdystrofie,becker-spierdystrofie,https://www.erfocentrum.nl/,Erfelijkheid van neurologische ziekten,becker spierdystrofie|beckerspierdystrofie,"Becker spierdystrofie is een erfelijke aandoening. Op deze pagina vind je wat het is, of het in families voorkomt en wat je kunt doen als je vragen hebt.",Becker spierdystrofie wordt in de literatuur beschreven als een genetische aandoening met heterogene etiologie. Fenotype-expressie en penetrantie kunnen variëren; risico-inschatting hangt af van familieanamnese en genetische bevindingen. Differentiaaldiagnostiek en indicatiestelling voor DNA-diagnostiek verlopen doorgaans via zorgprofessionals. Bespreek vragen met de huisarts; zo nodig volgt verwijzing naar een klinisch geneticus.,Bespreek je vraag met je huisarts. Vraag zo nodig om een verwijzing naar de klinische genetica.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,penetrantie|fenotype|etiologie|differentiaaldiagnostiek|indicatiestelling,14.0,4.392857142857143,28,2,13.0,7.25,52,4,10.157142857142858,10.7
B,Beckwith-Wiedemann syndroom,https://www.erfelijkheid.nl/ziektes/beckwith-wiedemann-syndroom,beckwith-wiedemann-syndroom,beckwith-wiedemann-syndroom,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,beckwith wiedemann syndroom|beckwith-wiedemann syn|beckwith-wiedemann syndroom|beckwith-wiedemannsyndroom,"Beckwith-Wiedemann syndroom is een erfelijke aandoening. Op deze pagina vind je wat het is, of het in families voorkomt en wat je kunt doen als je vragen hebt.",Beckwith-Wiedemann syndroom wordt in de literatuur beschreven als een genetische aandoening met heterogene etiologie. Fenotype-expressie en penetrantie kunnen variëren; risico-inschatting hangt af van familieanamnese en genetische bevindingen. Differentiaaldiagnostiek en indicatiestelling voor DNA-diagnostiek verlopen doorgaans via zorgprofessionals. Bespreek vragen met de huisarts; zo nodig volgt verwijzing naar een klinisch geneticus.,Bespreek je vraag met je huisarts. Vraag zo nodig om een verwijzing naar de klinische genetica.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,penetrantie|fenotype|etiologie|differentiaaldiagnostiek|indicatiestelling,14.5,4.413793103448276,29,2,13.25,7.2075471698113205,53,4,10.46551724137931,10.833018867924528
B,Benigne familiaire neonatale convulsies,https://www.erfelijkheid.nl/ziektes/benigne-familiaire-neonatale-convulsies,benigne-familiaire-neonatale-convulsies,benigne-familiaire-neonatale-convulsies,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,benigne familiaire neonatale convulsies|benignefamiliaireneonataleconvulsies,"Benigne familiaire neonatale convulsies is een erfelijke aandoening. Op deze pagina vind je wat het is, of het in families voorkomt en wat je kunt doen als je vragen hebt.",Benigne familiaire neonatale convulsies wordt in de literatuur beschreven als een genetische aandoening met heterogene etiologie. Fenotype-expressie en penetrantie kunnen variëren; risico-inschatting hangt af van familieanamnese en genetische bevindingen. Differentiaaldiagnostiek en indicatiestelling voor DNA-diagnostiek verlopen doorgaans via zorgprofessionals. Bespreek vragen met de huisarts; zo nodig volgt verwijzing naar een klinisch geneticus.,Maak een afspraak bij de huisarts om je familiegeschiedenis te bespreken. Een klinisch geneticus kan uitleg geven over erfelijkheid.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,penetrantie|fenotype|etiologie|differentiaaldiagnostiek|indicatiestelling,15.0,4.633333333333334,30,2,13.5,7.277777777777778,54,4,10.853333333333333,11.011111111111111
B,Berardinelli-Seip syndroom,https://www.erfelijkheid.nl/ziektes/berardinelli-seip-syndroom,berardinelli-seip-syndroom,berardinelli-seip-syndroom,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,berardinelli seip syndroom|berardinelli-seip syn|berardinelli-seip syndroom|berardinelli-seipsyndroom,Berardinelli-Seip syndroom is een zeldzame erfelijke aandoening. Hier lees je in eenvoudige woorden de belangrijkste punten en waar je terechtkunt voor hulp.,Berardinelli-Seip syndroom wordt in de literatuur beschreven als een genetische aandoening met heterogene etiologie. Fenotype-expressie en penetrantie kunnen variëren; risico-inschatting hangt af van familieanamnese en genetische bevindingen. Differentiaaldiagnostiek en indicatiestelling voor DNA-diagnostiek verlopen doorgaans via zorgprofessionals. Bespreek vragen met de huisarts; zo nodig volgt verwijzing naar een klinisch geneticus.,Maak een afspraak bij de huisarts om je familiegeschiedenis te bespreken. Een klinisch geneticus kan uitleg geven over erfelijkheid.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,penetrantie|fenotype|etiologie|differentiaaldiagnostiek|indicatiestelling,11.5,5.782608695652174,23,2,13.25,7.188679245283019,53,4,9.213043478260868,10.825471698113207
B,Bèta-ketothiolase deficiëntie,https://www.erfelijkheid.nl/ziektes/beta-ketothiolase-deficientie,beta-ketothiolase-deficientie,beta-ketothiolase-deficientie,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,beta ketothiolase deficientie|beta-ketothiolase deficientie|beta-ketothiolase deficiëntie|beta-ketothiolasedeficientie,Bèta-ketothiolase deficiëntie is een zeldzame erfelijke aandoening. Hier lees je in eenvoudige woorden de belangrijkste punten en waar je terechtkunt voor hulp.,Bèta-ketothiolase deficiëntie wordt in de literatuur beschreven als een genetische aandoening met heterogene etiologie. Fenotype-expressie en penetrantie kunnen variëren; risico-inschatting hangt af van familieanamnese en genetische bevindingen. Differentiaaldiagnostiek en indicatiestelling voor DNA-diagnostiek verlopen doorgaans via zorgprofessionals. Bespreek vragen met de huisarts; zo nodig volgt verwijzing naar een klinisch geneticus.,Maak een afspraak bij de huisarts om je familiegeschiedenis te bespreken. Een klinisch geneticus kan uitleg geven over erfelijkheid.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,penetrantie|fenotype|etiologie|differentiaaldiagnostiek|indicatiestelling,11.5,5.913043478260869,23,2,13.25,7.245283018867925,53,4,9.265217391304347,10.848113207547168
B,Bèta-Mannosidose,https://www.erfelijkheid.nl/ziektes/mannosidose-en-b,mannosidose-en-b,mannosidose-en-b,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,beta mannosidose|beta-mannosidose|mannosidose en b,Bèta-Mannosidose is een zeldzame erfelijke aandoening. Hier lees je in eenvoudige woorden de belangrijkste punten en waar je terechtkunt voor hulp.,Bèta-Mannosidose wordt in de literatuur beschreven als een genetische aandoening met heterogene etiologie. Fenotype-expressie en penetrantie kunnen variëren; risico-inschatting hangt af van familieanamnese en genetische bevindingen. Differentiaaldiagnostiek en indicatiestelling voor DNA-diagnostiek verlopen doorgaans via zorgprofessionals. Bespreek vragen met de huisarts; zo nodig volgt verwijzing naar een klinisch geneticus.,Bespreek je vraag met je huisarts. Vraag zo nodig om een verwijzing naar de klinische genetica.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,penetrantie|fenotype|etiologie|differentiaaldiagnostiek|indicatiestelling,11.0,5.636363636363637,22,2,13.0,7.153846153846154,52,4,8.854545454545455,10.661538461538463
B,Bèta Thalassemie,https://www.erfelijkheid.nl/ziektes/beta-thalassemie,beta-thalassemie,beta-thalassemie,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,beta thalassemie|betathalassemie,Bij Bèta Thalassemie spelen genen een rol. Deze pagina helpt je om snel te vinden: is het erfelijk en wat is een logische volgende stap.,"Bèta Thalassemie betreft een genetisch bepaalde aandoening waarbij varianten in een of meerdere genen kunnen leiden tot klinische verschijnselen. De overerving kan autosomaal dominant, autosomaal recessief of X-gebonden zijn, afhankelijk van het onderliggende mechanisme. Diagnostiek kan bestaan uit moleculair-genetisch onderzoek en/of chromosoomanalyse. Voor counseling en interpretatie van uitslagen kan verwijzing naar de klinische genetica passend zijn.",Bespreek je vraag met je huisarts. Vraag zo nodig om een verwijzing naar de klinische genetica.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,autosomaal|recessief|dominant|x-gebonden|moleculair|chromosoomanalyse|counseling,12.5,4.36,25,2,14.75,6.677966101694915,59,4,9.244,11.521186440677965
B,Bijnierschorscarcinoom,https://www.erfelijkheid.nl/ziektes/bijnierschorscarcinoom,bijnierschorscarcinoom,bijnierschorscarcinoom,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,bijnierschorscarcinoom,Bijnierschorscarcinoom is een zeldzame erfelijke aandoening. Hier lees je in eenvoudige woorden de belangrijkste punten en waar je terechtkunt voor hulp.,Bijnierschorscarcinoom wordt in de literatuur beschreven als een genetische aandoening met heterogene etiologie. Fenotype-expressie en penetrantie kunnen variëren; risico-inschatting hangt af van familieanamnese en genetische bevindingen. Differentiaaldiagnostiek en indicatiestelling voor DNA-diagnostiek verlopen doorgaans via zorgprofessionals. Bespreek vragen met de huisarts; zo nodig volgt verwijzing naar een klinisch geneticus.,Maak een afspraak bij de huisarts om je familiegeschiedenis te bespreken. Een klinisch geneticus kan uitleg geven over erfelijkheid.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,penetrantie|fenotype|etiologie|differentiaaldiagnostiek|indicatiestelling,10.5,6.238095238095238,21,2,12.75,7.431372549019608,51,4,8.795238095238094,10.622549019607842
B,Binder syndroom,https://www.erfelijkheid.nl/ziektes/binder-syndroom,binder-syndroom,binder-syndroom,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,binder syn|binder syndroom|bindersyndroom,"Binder syndroom is een erfelijke aandoening. Op deze pagina vind je wat het is, of het in families voorkomt en wat je kunt doen als je vragen hebt.","Binder syndroom betreft een genetisch bepaalde aandoening waarbij varianten in een of meerdere genen kunnen leiden tot klinische verschijnselen. De overerving kan autosomaal dominant, autosomaal recessief of X-gebonden zijn, afhankelijk van het onderliggende mechanisme. Diagnostiek kan bestaan uit moleculair-genetisch onderzoek en/of chromosoomanalyse. Voor counseling en interpretatie van uitslagen kan verwijzing naar de klinische genetica passend zijn.",Maak een afspraak bij de huisarts om je familiegeschiedenis te bespreken. Een klinisch geneticus kan uitleg geven over erfelijkheid.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,autosomaal|recessief|dominant|x-gebonden|moleculair|chromosoomanalyse|counseling,14.0,4.178571428571429,28,2,14.75,6.661016949152542,59,4,10.071428571428573,11.514406779661016
B,Biotinidase deficiëntie,https://www.erfelijkheid.nl/ziektes/biotinidase-defici%C3%ABntie,biotinidase-defici%C3%ABntie,biotinidase-defici%C3%ABntie,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,biotinidase defici%C3%ABntie|biotinidase deficientie|biotinidase deficiëntie|biotinidasedeficientie,Biotinidase deficiëntie is een zeldzame erfelijke aandoening. Hier lees je in eenvoudige woorden de belangrijkste punten en waar je terechtkunt voor hulp.,"Biotinidase deficiëntie betreft een genetisch bepaalde aandoening waarbij varianten in een of meerdere genen kunnen leiden tot klinische verschijnselen. De overerving kan autosomaal dominant, autosomaal recessief of X-gebonden zijn, afhankelijk van het onderliggende mechanisme. Diagnostiek kan bestaan uit moleculair-genetisch onderzoek en/of chromosoomanalyse. Voor counseling en interpretatie van uitslagen kan verwijzing naar de klinische genetica passend zijn.",Bespreek je vraag met je huisarts. Vraag zo nodig om een verwijzing naar de klinische genetica.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,autosomaal|recessief|dominant|x-gebonden|moleculair|chromosoomanalyse|counseling,11.0,5.954545454545454,22,2,14.75,6.796610169491525,59,4,8.98181818181818,11.56864406779661
B,Bipolaire stoornis,https://www.erfelijkheid.nl/ziektes/bipolaire-stoornis,bipolaire-stoornis,bipolaire-stoornis,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,bipolaire stoornis|bipolairestoornis,Bipolaire stoornis is een zeldzame erfelijke aandoening. Hier lees je in eenvoudige woorden de belangrijkste punten en waar je terechtkunt voor hulp.,Bipolaire stoornis wordt in de literatuur beschreven als een genetische aandoening met heterogene etiologie. Fenotype-expressie en penetrantie kunnen variëren; risico-inschatting hangt af van familieanamnese en genetische bevindingen. Differentiaaldiagnostiek en indicatiestelling voor DNA-diagnostiek verlopen doorgaans via zorgprofessionals. Bespreek vragen met de huisarts; zo nodig volgt verwijzing naar een klinisch geneticus.,Bespreek je vraag met je huisarts. Vraag zo nodig om een verwijzing naar de klinische genetica.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,penetrantie|fenotype|etiologie|differentiaaldiagnostiek|indicatiestelling,11.0,5.7272727272727275,22,2,13.0,7.1923076923076925,52,4,8.89090909090909,10.676923076923078
B,Birt-Hogg-Dubé syndroom (BHD),https://www.erfelijkheid.nl/ziektes/birt-hogg-dub%C3%A9-syndroom-bhd,birt-hogg-dub%C3%A9-syndroom-bhd,birt-hogg-dub%C3%A9-syndroom-bhd,https://www.erfocentrum.nl/,Aanleg en ontwikkeling,birt hogg dub%C3%A9 syndroom bhd|birt hogg dube syndroom bhd|birt-hogg-dube syn bhd|birt-hogg-dube syndroom bhd|birt-hogg-dubesyndroombhd,"Birt-Hogg-Dubé syndroom (BHD) is een erfelijke aandoening. Op deze pagina vind je wat het is, of het in families voorkomt en wat je kunt doen als je vragen hebt.","Birt-Hogg-Dubé syndroom (BHD) betreft een genetisch bepaalde aandoening waarbij varianten in een of meerdere genen kunnen leiden tot klinische verschijnselen. De overerving kan autosomaal dominant, autosomaal recessief of X-gebonden zijn, afhankelijk van het onderliggende mechanisme. Diagnostiek kan bestaan uit moleculair-genetisch onderzoek en/of chromosoomanalyse. Voor counseling en interpretatie van uitslagen kan verwijzing naar de klinische genetica passend zijn.",Maak een afspraak bij de huisarts om je familiegeschiedenis te bespreken. Een klinisch geneticus kan uitleg geven over erfelijkheid.,Deze informatie is algemeen en is geen diagnose of persoonlijk medisch advies. Bespreek klachten of zorgen altijd met een arts.,autosomaal|recessief|dominant|x-gebonden|moleculair|chromosoomanalyse|counseling,15.5,4.064516129032258,31,2,15.5,6.483870967741935,62,4,10.925806451612903,11.893548387096773
